
> orchestrator@0.1.0 dev
> next dev

⚠ Warning: Next.js inferred your workspace root, but it may not be correct.
 We detected multiple lockfiles and selected the directory of /Users/dev/Documents/GeminiHackathon/package-lock.json as the root directory.
 To silence this warning, set `turbopack.root` in your Next.js config, or consider removing one of the lockfiles if it's not needed.
   See https://nextjs.org/docs/app/api-reference/config/next-config-js/turbopack#root-directory for more information.
 Detected additional lockfiles: 
   * /Users/dev/Documents/GeminiHackathon/orchestrator/package-lock.json

▲ Next.js 16.1.6 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://10.0.180.153:3000
- Environments: .env.local

✓ Starting...
✓ Ready in 683ms
 GET / 200 in 625ms (compile: 536ms, render: 89ms)
Firebase admin properly injected via root JSON key.
 GET /api/state 200 in 171ms (compile: 859µs, render: 170ms)
 GET /api/state 200 in 121ms (compile: 820µs, render: 120ms)
 GET /api/state 200 in 203ms (compile: 889µs, render: 202ms)
 GET /api/state 200 in 115ms (compile: 744µs, render: 115ms)
 GET /api/state 200 in 127ms (compile: 674µs, render: 126ms)
 GET /api/state 200 in 113ms (compile: 956µs, render: 112ms)
 GET /api/state 200 in 192ms (compile: 1180µs, render: 190ms)
 GET /api/state 200 in 113ms (compile: 737µs, render: 112ms)
 GET /api/state 200 in 121ms (compile: 839µs, render: 120ms)
 GET /api/state 200 in 206ms (compile: 913µs, render: 205ms)
 GET /api/state 200 in 115ms (compile: 797µs, render: 114ms)
 GET /api/state 200 in 140ms (compile: 1091µs, render: 139ms)
 GET /api/state 200 in 231ms (compile: 753µs, render: 230ms)
 GET /api/state 200 in 168ms (compile: 1066µs, render: 167ms)
 GET /api/state 200 in 147ms (compile: 704µs, render: 147ms)
 GET /api/state 200 in 190ms (compile: 831µs, render: 190ms)
 GET /api/state 200 in 111ms (compile: 981µs, render: 110ms)
 GET /api/state 200 in 162ms (compile: 1438µs, render: 161ms)
 GET /api/state 200 in 215ms (compile: 968µs, render: 214ms)
 GET /api/state 200 in 112ms (compile: 858µs, render: 111ms)
 GET /api/state 200 in 138ms (compile: 946µs, render: 137ms)
 GET /api/state 200 in 234ms (compile: 930µs, render: 233ms)
 GET /api/state 200 in 109ms (compile: 794µs, render: 108ms)
 GET /api/state 200 in 136ms (compile: 907µs, render: 135ms)
 GET /api/state 200 in 110ms (compile: 1115µs, render: 109ms)
 GET /api/state 200 in 194ms (compile: 1689µs, render: 193ms)
 GET /api/state 200 in 118ms (compile: 1172µs, render: 117ms)
 GET /api/state 200 in 161ms (compile: 921µs, render: 160ms)
